fund_token,award_year_token,sel_set_year_token,fund_family,fund_ledger_number,fund_list_sequence,fund_long_name,fund_short_name,fund_desc,fund_type,fund_source,fund_gov_id,fund_lock,scan_group_1,fund_min,fund_max,fund_balance,fund_number_award,fund_amt_award,fund_number_accept,fund_amt_accept,fund_amt_paid,fund_number_paid,fund_available_dollars,fund_rounding,fund_distribution,fund_disbursement,fund_alternate,fund_real_dollars,fund_tfc_replacement,fund_need_based,fund_equity_offset,net_proceeds_percent,message_token,non_pars_flag,scan_group_2,direct_loan,dflt_ln_interest_rate,dflt_ln_deferment_request,dflt_ln_capitalize_interest,dflt_ln_eft_authorization,dflt_ln_borrower_signature,dflt_ln_first_time_borrower,ext_fund_code,fund_grant_subtype,fund_loan_subtype,alternative_loan,alp_loan_program_id,alp_lender,alp_guarantor,loan_type,anticipated,fund_external_name,fund_family_2,renewable,renew_increment_type,renew_increment_amt,renew_default_status,bypass_disb_rules,web_description,include_in_need_based,hold_release_flag,direct_loan_disbursement_option,fund_reduce_netpartner,web_display,alt_fund_satisfactory_progress,fin_aid_disclosure_category,report_as_additional_unsub,gainful_employment_reporting,bypass_ext_disb_tracking_status,unreconciled_changes,reconciliation_date,estimated_award,disburse_estimated,cod_reporting_if_estimated,default_award_status,web_display_awards_page,web_display_accept_awards_page,active_fund,bypass_fed_pack_requirements,fund_job_subtype,date_message_assigned,disb_to_date_option,cfp_category,bypass_coa,include_in_CDS,include_in_IPEDS,include_in_LCME,origination_fee,fvt_gv_fund_rep_type,File_Name,Snapshot_Date
2416,2011,773,null,2088,1,HILL HIGH ALUMNI BOOSTER,HILL HIGH,HILL HIGH ALUMNI,G,P,null,null,null,375,375,375,0,0,0,0,0,0,375,0,1,Y,null,375,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,HILL HIGH ALUMNI BOOSTER,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2417,2011,773,null,1968,1,"EL DORADO PROMISE, INC.",EL DORADO,EL DORADO SCHOLARSHIP,G,P,null,null,null,2500,4000,100000,0,0,0,0,0,0,100000,0,1,Y,null,100000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"EL DORADO PROMISE, INC.",null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2418,2011,773,null,1969,1,Caddo Federation of Teachers,Caddo Fed,Caddo Federation of Teachers,G,P,null,null,null,500,500,21000,21,21000,21,21000,21000,21,0,0,1,Y,null,21000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2419,2011,773,null,2096,1,Robert E. Lee Scholarship,Robert Lee,Robert E. Lee Scholarship,G,P,null,null,null,500,500,500,0,0,0,0,0,0,500,0,1,Y,null,500,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Robert E. Lee Scholarship,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2420,2011,773,null,1974,1,Student Support Services,Std. Supp,Student Support Services,G,O,null,null,null,500,1000,6592,3,5144,3,5144,5144,3,1448,0,1,Y,null,6592,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2421,2011,773,null,1977,1,TEMPLE,TEMPLE,TEMPLE,G,P,null,null,null,1000,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TEMPLE,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2422,2011,773,null,1978,1,FELIX COOK,Felix Cook,FELIX COOK,G,I,null,null,null,2000,2000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,null,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FELIX COOK,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2423,2011,773,null,2102,1,J.W. Anderson UNCF,J. W. UNCF,J. W. Anderson Scholarship UNCF,G,P,null,null,null,5000,5000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,J. W. Anderson Scholarship - UNCF,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2424,2011,773,null,2103,1,Quacker Oats Scholarship,Q. Oats,Quacker Oats,G,I,null,null,null,1000,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2425,2011,773,null,1982,1,Bruce  McMillan Scholarship,Bruce MC,"Bruce McMillan, Jr. Scholarship",G,I,null,null,null,10000,10000,10000,0,0,0,0,0,0,10000,0,1,Y,null,10000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Bruce McMillan Scholarship,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2426,2011,773,null,2105,1,Proj GRAD,Proj GRAD,Project GRAD Houston,G,P,null,null,null,500,500,1500,0,0,0,0,0,0,1500,0,1,Y,null,1500,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Project GRAD Houston,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2427,2011,773,null,1984,1,_____Hope Pierce Tartt,Hope Pierc,HOPE PIERCE TARTT,G,P,null,null,null,1000,4000,100000,38,100000,38,100000,100000,37,0,0,1,Y,null,100000,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,HOPE PIERCE TARTT,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2428,2011,773,null,2107,1,USAA - UNCF,USAA-UNCF,USAA-UNCF,G,P,null,null,null,933,5000,16427,0,0,0,0,0,0,16427,null,1,Y,null,16427,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,USAA - UNCF,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2429,2011,773,null,2113,5,Jurnee Smollett,Jurnee Sm,Jurnee Smollett,G,P,null,null,null,1000,15590,75000,0,0,0,0,0,0,75000,0,1,Y,null,75000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2430,2011,null,null,2114,633,Wiley Endowed Scholarship,Wiley Endo,Wiley College Endowed Scholarship,G,P,null,null,null,100,18000,330000,92,153359,92,153359,153359,92,176641,0,1,Y,null,330000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2431,2011,null,null,2115,7,_____Room and Board Waiver,RB Waiver,Room and Board Waiver,G,I,null,null,null,1000,10000,400000,64,319235,64,319235,319235,63,80765,0,1,Y,null,400000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2432,2011,null,null,2116,10,Miscellaneous Scholarship,MISC SCH,null,G,P,null,null,null,200,150000,400000,47,84780,47,84780,84780,46,315220,0,1,Y,null,400000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2433,2011,773,null,2118,8,UNCF SCHOLARSHIP,UNCF,UNCF SCHOLARSHIP,G,P,null,null,null,1,25000,500000,31,111530,31,111530,111530,31,388470,0,1,Y,null,500000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,UNCF SCHOLARSHIP,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2434,2011,null,null,2119,5,Denzel Washington Scholarship,Denzel Was,Denzel Washington Scholarship,G,P,null,null,null,1000,25000,25000,3,7064,3,7064,7064,3,17936,0,1,Y,null,25000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2435,2011,null,null,2120,5,Melvin Tolson/Wal-Mart Scholarship,Melvin Tol,Melvin Tolson,G,P,null,null,null,1000,16000,21000,6,19000,6,19000,19000,6,2000,0,1,Y,null,21000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2436,2011,null,null,2121,5,Nate Parker Scholarship,Nate Parke,Nate Parker,G,P,null,null,null,1000,15000,50000,5,12000,5,12000,12000,4,38000,0,1,Y,null,50000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2437,2011,null,null,2122,5,Jack Blanton Scholarship,Jack Blant,Jack Blanton Scholarship,G,P,null,null,null,500,50000,30000,0,0,0,0,0,0,30000,0,1,Y,null,30000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2438,2011,773,null,2250,8,UNCF EMERGENCY FUND,UNCF EMERG,UNCF EMERGENCY FUND,G,P,null,null,null,1,15590,339570,170,336800,170,336800,336800,169,2770,0,1,Y,null,339570,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,UNCF EMERGENCY FUND,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2439,2011,773,null,2342,1,Tuiton Waiver,Tuition Wa,null,G,I,null,null,null,1000,8970,100000,4,28493,4,28493,28493,4,71507,0,1,Y,null,100000,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2440,2011,839,null,2440,6,Federal Direct Loan Subsidized,SUB DIRECT,FEDERAL DIRECT LOAN SUBSIDIZED,L,F,G,null,null,1,5500,10000000,1264,4303509,1237,4265010,4215545,1172,5696491,0,1,Y,null,10000000,null,Y,N,null,null,N,null,Y,4.5,Y,N,Y,N,N,null,null,STU,N,null,null,null,D,null,null,null,N,null,null,null,null,null,Y,R,N,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2441,2011,839,null,2441,6,Federal Direct Loan Unsubsidized,UNSUB DIR,FEDERAL DIRECT LOAN UNSUBSIDIZED,L,F,U,null,null,1,12500,10000000,1253,5238844,1221,5202639,5153196,1159,4761156,0,1,Y,null,10000000,Y,null,N,null,null,N,null,Y,4.5,Y,N,Y,N,N,null,null,STU,N,null,null,null,D,null,null,null,N,null,null,null,null,null,N,R,N,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2442,2011,839,null,2442,6,Federal Direct PLUS Loan,PLUS DIR,null,L,F,P,null,null,1,25000,10000000,561,654527,539,634469,627275,119,9345473,0,1,Y,null,10000000,Y,null,N,null,null,N,null,Y,6.8,Y,N,Y,N,N,null,null,PAR,N,null,null,null,D,Y,null,null,N,null,null,null,null,null,N,R,N,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2443,2011,773,null,2346,1,Joe Kirven Endowed Scholarship,Joe Kirven,Joe Kirven Endowed Scholarship,G,I,null,null,null,1,6000,15000,5,10936,5,10936,10936,5,4064,0,1,Y,null,15000,null,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Joe Kirven,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2444,2011,773,null,287,0,Camp Normal,Camp Norma,null,G,P,null,null,null,1,10000,10000,0,0,0,0,0,0,10000,0,1,Y,null,10000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2445,2011,null,null,2348,0,G roy Bragg,G. Roy Bra,G Roy Bragg Scholarship,G,P,null,null,null,100,4000,4000,0,0,0,0,0,0,4000,0,1,N,null,4000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2446,2011,null,null,2446,10,Tom Joyner Foundation,TOM JOYNER,null,G,P,null,null,null,1500,1500,7500,5,7500,5,7500,7500,5,0,0,1,Y,null,7500,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2447,2011,773,null,2447,1,ALT UNSUB LOAN,ALT UNSUB,ALTERNATIVE LOAN,L,O,null,null,null,1,12500,9999999,0,0,0,0,0,0,9999999,0,1,Y,null,9999999,Y,null,N,null,null,Y,null,N,null,null,null,null,null,null,null,null,STU,Y,null,null,null,A,null,null,null,N,null,null,null,null,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2448,2010,702,null,2448,0,Robert E Hayes,Robert E H,Robert E Hayes,G,P,null,null,null,300,300,1200,4,1200,4,1200,1200,4,0,0,1,Y,null,1200,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2449,2011,null,null,2449,95,Debate Scholarship,Debate,Debate Scholarship,G,I,null,null,null,1,17186,54770,11,49286,11,49286,49286,11,5484,null,1,Y,null,54770,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,null,null,null,null,null,Y,null,null,null,null,null,null,null,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2450,2012,844,null,1988,1,J. T. Johnson Scholarship,J. Johnson,J.T. Johnson Scholarship,G,I,null,null,null,1500,5000,1500,0,0,0,0,0,0,1500,0,1,Y,null,1500,Y,null,N,null,null,Y,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,Joseph T. Johnson Scholarship,null,null,null,null,null,N,null,N,R,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2451,2012,null,null,2451,1,_____Federal Pell Grant,PELL,Federal Pell Grant,G,F,L,N,null,100,5350,9000000,1956,8756182,1191,4928005,4938805,1192,243818,0,null,Y,0,9000000,N,Y,N,0,null,Y,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,N,null,0,null,N,null,Y,null,G,N,Y,null,FG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2452,2012,886,null,1990,10,_____Federal Unsubsidized Stafford Loan,FFEL-UNSUB,FAMILY FEDERAL EDUC. LOAN PROGRAM,L,F,U,N,null,500,5000,6000000,0,0,0,0,0,0,6000000,0,1,Y,null,6000000,Y,N,N,null,null,N,null,N,6.8,Y,N,Y,N,Y,null,null,STU,N,null,null,null,O,Y,null,null,N,null,null,null,N,null,N,R,G,Y,Y,null,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2453,2012,844,null,2453,2,_____Federal SEOG,SEOG,Supplemental Educational Opportunity Grant,G,F,S,null,null,200,4000,256382,940,256382,936,256382,256382,937,0,0,1,Y,null,256382,N,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2454,2012,910,null,1992,6,_____Federal Subsidized Stafford Loan,FFEL-SUB,FAMILY FEDERAL EDUCATIONAL LOAN PROGRAM,L,F,G,null,null,200,5500,6000000,0,0,0,0,0,0,6000000,0,1,Y,null,6000000,N,Y,N,null,null,N,null,N,6.8,Y,N,Y,N,Y,null,null,STU,N,null,null,null,O,Y,null,null,N,null,null,null,N,null,Y,R,G,Y,Y,null,LG1,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2455,2012,911,null,2354,3,_____Federal College Work Study,Fed CWS,Federal Work Study,J,F,W,N,null,500,1600,239286,234,237656,206,217749,0,0,1630,0,1,N,null,239286,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,N,null,null,null,null,null,null,N,null,Y,null,G,Y,Y,null,WS,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2456,2012,903,null,2456,1,_____Tuition Equalization Grant,TEG,Tuition Equalization Grant,G,S,null,null,null,200,4996,746223,310,746223,309,746223,746223,305,0,0,1,Y,null,746223,null,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,null,G,Y,Y,null,SG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2457,2012,null,null,1671,9,____ Academic Scholarship,ACADEMIC,Academic Scholarship,G,I,null,null,null,1000,5000,210456,47,192982,47,192982,192982,47,17474,0,1,Y,null,210456,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2458,2012,844,null,1672,902,_____Presidential Scholarship,PRESIDENT,Presidential Scholarship,G,I,null,null,null,5000,18000,112640,9,112640,9,112640,112640,9,0,0,1,Y,null,112640,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,IG,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2459,2012,910,null,1675,14,_____Federal PLUS Loan,FED PLUS,FAMILY FEDERAL LOAN PROGRAM PLUS LOAN,L,F,P,null,null,100,10000,100000000,1,0,1,0,0,0,100000000,0,1,Y,null,1000000000,Y,N,N,null,null,N,null,Y,8.5,Y,N,Y,N,Y,null,null,PAR,N,null,null,null,null,Y,null,null,N,null,null,null,N,null,N,R,G,Y,Y,null,LG2,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
2460,2012,844,null,1998,4,_____Institutional Work Study,IWS,Institutional Work Study,J,I,null,null,null,2000,2000,150700,125,141660,84,103300,0,0,9040,0,1,N,null,150700,Y,N,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,WS,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
